character,degree_Marvel_characters
ROSE_OF_THE_VALLEY,14
ROSE_RED,38
ROSE_RED_II,220
ROSE_HENRIETTA,26
ROSE_JUSTICE,28
ROSE_KARINNA,20
ROSELLINI_ROBERTA,32
ROSEN_PHILIP,16
ROSEN_WALTER,302
ROSENBERG_AARON,42
ROSENBERG_ANNIE,42
ROSENBLUM_MILTON,94
ROSENCRANTZ,40
ROSENTHAL_BERNIE,616
ROSETTA_STONE,128
ROSETTI_GABRIEL,134
ROSS_BETSY,20
ROSS_BETTY,212
ROSS_BILL,88
ROSS_COURTNEY,98
ROSS_EVERETT_KENNETH,444
ROSS_GEN_THADDEUS_E,1162
ROSS_GEN_THADDEUS_THUNDERBOLT_LMD,94
ROSS_KAREN_LEE,34
ROSSI_BRAD,24
ROSSI_COL_MICHAEL,204
ROSSI_PVT_ROCKET,26
ROSSIN_DR,16
ROSSLYN_DR_ISAAC,26
ROSSMOOR_HARRY,12
ROSTON_MARCUS,32
ROT,34
ROTH_ARNIE,192
ROTH_DR_GERALD,22
ROTWRAP,148
ROUGEMORT,22
ROUGHOUSE,330
ROULETTE,14
ROULETTE_II,324
ROUNDHOUSE,8
ROURKE_MAEVE,38
ROURKE_MANUEL,36
ROURKE_SAMSON,36
ROUSSEAU_ETIENNE,30
ROUST,68
ROVER,16
ROWAN_CARL,38
ROWAN_MIKE,38
ROXANNA,48
ROYA_CARMELLA,18
ROYAL_BLUE,28
ROYAL_MICHAEL,22
ROYALE_COUNT_BORNAG,48
ROYCE_JENNIE,212
ROYTON_RAYMOND,34
ROZUM_BART,260
RT-Z9,256
RU,22
RUBACH,54
RUBBERMAID,174
RUBIN_ABBY,26
RUBINO_PVT_JIMMY,34
RUBINO_STEVE,138
RUBINSTEIN_JOSEF,44
RUBY_THURSDAY,292
RUBY_JACK,22
RUCKUS,60
RUIZ_DR_BERNARDO,38
RUIZ,614
RUIZ_ROBERTO_RHYTHM,74
RUMBLER,36
RUMOR,34
RUN_RUN,44
RUNCITER_GAIL,170
RUNCITER_GAIL_LMD,46
RUNNER,194
RUSSELL,82
RUSSELL_BENJAMIN,50
RUSSELL_LAURA,10
RUSSELL_LISSA,162
RUSSELL_PHILLIP,76
RUSSIAN,34
RUSSO_HENRY,160
RUSSOFF_BARON,24
RUSSOFF_BARON_GREGOR,278
RUSSOFF_BARON_GREGORY,20
RUSSOFF_BARONESS_MARIA,42
RUTH,22
RUTHENIUM,46
RUTLEDGE_JACK,6
RUZENKA,20
RY_LOR,24
RYAK,44
RYAN_ALAKA'I,30
RYAN_ALICE_TERREL,18
RYAN_FRANK,42
RYAN_GEN,24
RYAN_PAUL,24
RYAN_PAUL_II,98
RYAN_SASHA,32
RYAN_THOMAS,110
RYANS_JIM,32
RYCHENKO_MAJ_VALENTINA_IRENA,24
RYDER,294
RYDER_CARL,20
RYDER_DR,16
RYDER_LAURA,32
RYKER_CAPT_SIMON,6
RYKER_GEN_JOHN,120
RYKER_HARLAN,92
RYKER_LUCY,38
RYKING_ALEXANDER,76
RYNDA,38
RYUKI,12
S_BAK,10
S_BYLL,170
S_GUR,76
S_KANN,8
S_LAR,122
S_YAN,130
S_YM,498
SABER,74
SABINE,22
SABINI_JERRY,58
SABLINOVA_FRITZ,52
SABLINOVA_MORTIMER,188
SABLINOVIA_ANASTASIA,42
SABOL_BRETT,40
SABOL_MARCI,84
SABOL_MEL,40
SABOTEUR,42
SABOTEUR_II,110
SABRA,896
SABRA_II,6
SABRA_III,18
SABRE,42
SABRE_II,52
SABRE_COL_BRETT,28
SABRE_LE,62
SABRETOOTH,1508
SABRETOOTH_CLONE,152
SABRETOOTH_CLONE_II,24
SABU,18
SABUKI_DR_HIJIRI,96
SACK,242
SADISTA,26
SADLER_MICHAEL,20
SAFFIAN_SAMARA,46
SAGE,58
SAGE_II,558
SAGE_HENRY,20
SAGITTARIUS,186
SAGITTARIUS_LMD,196
SAGITTARIUS_LMD_II,66
SAGITTARIUS_II,86
SAGITTARIUS_III,60
SAGITTARIUS_IV,98
SAGYR,14
SAHIA,34
SAHREED,14
SAI,30
SAINT,40
SAINT_ANNA,44
SAINT_ELMO,34
SAINT_AMANDA,20
SAINTE-ANGE_CAMPBELL,20
SAJA,12
SAKAA,30
SAKATA_COL,16
SAKURA_LYNN,24
SALADIN,66
SALAKI_HASKELL,94
SALAMANDRA,22
SALEM_MIA,22
SALO,16
SALOME,134
SALOME_II,58
SALOME_III,26
SALT,82
SALT_II,20
SALTZ,64
SALVO,16
SALVO_II,60
SAMA-D,14
SAMARU,22
SAMAYA,32
SAME_PAUL,64
SAMEDAR,90
SAMHAIN,40
SAMMAEL,22
SAMMARTINO_DR,20
SAMMISH_ADRIAN,62
SAMPLE_DONALD,46
SAMPSON,18
SAMSON,20
SAMSON_II,78
SAMSON_MAJ,42
SAMSONOV_GRIGORI,22
SAMUELS,118
SAMUELS_CURLY,26
SAMURAI_DESTROYER,30
SAMURAI_STEEL,6
SAN,46
SANADA_KONO,40
SANCHEZ_DR_BENITA,28
SANCHEZ_LOUISA,10
SANCTION,28
SANDERS_MAC,124
SANDERS_NAPOLEON,32
SANDERSON_CHUCK,26
SANDERSON_DORIS,26
SANDERSON_JASON,26
SANDERVILT_JEFFERSON_WORTHINGTON,56
SANDHURST_VINCENT,58
SANDMAN,2
SANDMAN_II,1636
SANDMAN_II_DOPPELGANGER,108
SANDO,36
SANDOR,26
SANDOR_PROFESSOR_ISAAC,40
SANDORR,50
SANDOVAL_DIEGO,60
SANDOVAL_JULIANA,72
SANDS_TINA,38
SANDSTORM,32
SANDSTORM_II,28
SANDSTORM_III,98
SANDU,14
SANDUSKY_CASSIE,14
SANDUSKY_JANET,14
SANDUVAL_SOPHIA,18
SANDY,60
SANGRE,48
SANGRE_II,82
SANGUINE,44
SANJAY,38
SANTA_CLAUS,142
SANTE_HEATHER,42
SANTERA_FRANCO,22
SANTIAGO_GLORIA,22
SANTIAGO_JAIME,28
SANTIAGO_SIMON,30
SANTINI_DR_JOSE,70
SANTIVALE_MELANIE,14
SANTOS_JOSE_II,38
SANTOS_LISA,8
SANTOS_MARIO,38
SANTOS_PVT_JOSE,44
SANTRON,60
SANZ_ERNESTO,6
SAPIR_HERSCHEL,30
SAPPER,60
SAPPHIRAS,88
SAPPHIRE_STYX,80
SAPRISTI_ERNESTO,74
SAPRISTI_GABRIELLA,74
SAPRISTI_GIOVANNI,74
SAPRISTI_JERRY,346
SAPRISTI_MARIA,74
SAPRISTI_PIETRO,74
SAPRISTI_ROSA,74
SAPRISTI_TINA,108
SAR-TORR,22
SARACEN,16
SARACEN_II,30
SARDAN,50
SARDO,18
SAREVA_AYNA,114
SARGE,24
SARIA,10
SARIEL,28
SARNAK,18
SAROYAN_NEAL,270
SARRON_KARL,40
SARU-SAN,38
SASAKI_DAISUKE,12
SASHA,62
SASQUATCH,1740
SASQUATCH_DOPPELGANGER,172
SASQUATCH_DOPPELGANGER_II,238
SASQUATCH_DOPPELGANGER_III,190
SASQUATCH_II,142
SATAN,356
SATANA,452
SATANNISH,360
SATELLITE,42
SATHAN,42
SATIRNINE,28
SATRINA,44
SATYR,54
SATYRE,16
SAUL,142
SAUNDERS_DABNEY,36
SAUNDERS_DR,18
SAUNDERS_KRISTINE,118
SAUNDERS_MEG,20
SAURON,746
SAVAGE_STEEL,112
SAVAGE_STEEL_II,78
SAVAGE_STEEL_IV,154
SAVAGE_ALEX,18
SAVAGE_COL_SIMON,128
SAVAGE_ILONGO,70
SAVAGE_KATHY,14
SAVAGE_PATRICIA,24
SAVAGRI,62
SAVANNAH_BENJAMIN,22
SAVANNAH_LOU-ANN,180
SAVINSKI_GORDON,36
SAW_FIST,146
SAWYER_GEN_SAMUEL,420
SAWYER_KATIE,44
SAWYER_MR,30
SAWYER_MRS,44
SAWYER_RYAN,30
SSAXON,128
SAXXON_SAVANNAH,20
SAYGE,110
SCAB,82
SCALEFACE,162
SCALPEL,18
SCALPEL_II,54
SCALPHUNTER,670
SCAN,56
SCANDIUM,86
SCANLAN_MAUREEN,34
SCANLON_COMMANDER,28
SCANNER,42
SCANNER_II,380
SCANNER_III,78
SCAR,12
SCAR_THE_STALKER,18
SCARAB,16
SCARABEUS_DR,26
SCARABEUS_TISHA,26
SCARABUS,60
SCARECROW,956
SCARFACE,14
SCARFACE_II,72
SCARFE_LT_RAFAEL,288
SCARLET_BEETLE,104
SCARLET_CENTURION,58
SCARLET_KNIGHT,20
SCARLET_SCARAB,52
SCARLET_SCARAB_II,110
SCARSPI,414
SCARLET_SPIDER_II,366
SCARLET_SPIDER_III,148
SCARLET_SPIDER_IV,478
SCARLET_WITCH_DOOMBOT,102
SCARLET_WITCH_DOPPELGANGER,208
SCARLET_WITCH_IMPOSTER,128
SCARLET_WITCH_ROBOT,6
SCARLET_WILL,40
SCARLOTTI_MICHAEL_JR,50
SCARLOTTI_TRUDI,58
SCAROLA_ANTHONY,50
SCARPETTI_ALPHONSE,14
SCARUM,58
SCATTERSHOT,32
SCAVENGER,90
SCENE_STEALER,24
SCHADE_PAUL,32
SCHARF_MAJ_JURGEN,18
SCHEELE_STEPHANIE,24
SCHEMER,100
SCHEUSSLISCHER_LINDWURM,14
SCHEUSSLISCHER_LINDWURM_II,34
SCHILLER_DEREK,32
SCHIST_FRANKLIN_ARMSTRONG,42
SCHIZO,90
SCHIZOID_MAN,88
SCHMIDT_ALVIN,28
SCHMIDT_WERNER,20
SCHNEIDER_BETSY,36
SCHNELLAGEISTER_DR,46
SCHNOZZ,28
SCHOENFELD_ELAINE,64
SCHOOLCRAFT_DR_DENNIS,114
SCHOOLMASTER,16
SCHULTZ_JED,24
SCHUYLER_DR_REBECCA,56
SCHWARTZ_FREYA,14
SCHWARTZ_JULIUS,60
SCHWED_BENNETT,196
SCHWEIGER_ROB,42
SCHWINNER_DR_ERIC,64
SCICLUNA_MICHELE,90
SCIENTIFIC_BEAST,86
SCIENTIST_SUPREME,38
SCIENTIST_SUPREME_II,118
SCIENTIST_SUPREME_OF_RIGEL,86
SCIMITAR,74
SCINTILLA,338
SCION,30
SCOPE,20
SCOPE_II,56
SCOPE_III,28
SCOPE_ERNEST,76
SCORCH,18
SCORCH_II,42
SCORCH_III,14
SCORCHER,706
SCORN,28
SCORPIA,132
SCORPIO,204
SCORPIO_II,66
SCORPIO_III,160
SCORPIO_IV,98
SCORPIO_V,150
SCORPION,2
SCORPION_II,2
SCORPION_III,830
SCORPION_III_ANDROID,12
SCORPION_IV,330
SCORPION_V,14
SCORPION_QUEEN,16
SCORPIUS,62
SCOTT_BOB,32
SCOTT_JAKE,26
SCOTT_JOAN,32
SCOTT_JOSIE,36
SCOTT_MICKY,10
SCOTT_PARIS,22
SCOTT_PETER,48
SCOURGE,360
SCOURGE_II,154
SCOURGE_III,112
SCOURGE_IV,60
SCOUT,36
SCOUT_II,90
SCOUT_III,60
SCRAMBLE,48
SCRAMBLER,370
SCRAPS_GRADY,232
SCRATCH,48
SCRATCH_II,28
SCRATCH_NICHOLAS,140
SCREAM,134
SCREAM_II,130
SCREAM_SYMBIOTE,130
SCREAMING_MIMI,554
SCREAMING_MIMI_II,22
SCREECH,122
SCREWBALL,226
SCRIBE,66
SCRIBE_STAN,14
SCRIER,40
SCRIER_II,110
SCRIER_III,64
SCRIER_JR,38
SCRIPT_DOCTOR,18
SCROUNGER,26
SCUDDER_BERNARD,36
SCUZZ,90
SCYLLA,14
SCYTHE,46
SCYTHE_II,12
SCYTHE_III,60
SE_IRIM,16
SEA_LEOPARD,70
SEA_URCHIN,100
SEA_WITCH,256
SEAGLE_STEVE,42
SEAWEED_MAN,26
SEBAST_DUNCAN,2
SEBASTIAN_MARISSA,48
SEBASTIAN_MRS,36
SEBEK,18
SECCO,30
SECONDUS,98
SECRET_STAMP,104
SEDAKA_BERNADETTE,64
SEDNA,22
SEDUCTRA,24
SEEKER,42
SEEKER_II,44
SEEKER_III,60
SEEKER_V,18
SEEKER_VI,34
SEELIA-23,26
SEER,130
SEER_II,98
SEESHA,58
SEETAH,22
SEFTON_AMANDA,482
SEGA,148
SEGAR_OWEN,28
SEIDRING,34
SEISMIC,32
SEKHMET,28
SELACH,62
SELBY_CAROL,28
SELBY_OLIVIA,20
SELDON_JESSICA,8
SELENE,816
SEMELE,56
SEMIJAN,50
SEN-YU,30
SENESCHAL,16
SENNET_PAMELA,44
SENOR_MUERTE_II,52
SENOR_SUERTE,24
SENOR SUERTE_II,28
SENREICH_GUNTHER,30
SENSATIONAL_HYDRA,64
SENSCHI,30
SENSEI_ATILLA,32
SENSITIVOO,12
SENSO,80
SENTINEL,28
SENTRY,1548
SENTRY_III,214
SENTRY_IV,78
SENTRY_213,12
SENTRY_459,298
SENTRY_571,28
SENTRY_7497,26
SENYAKA_DR,84
SENYAKA_SUVIK,370
SENYAKA_TIA,34
SERAFINA,106
SERAPH,146
SERAPH_II,96
SERAPH_III,16
SERBA_ANTHONY,24
SERESTUS,58
SERPENT,236
SERPENTYNE,26
SERRANO_MARERA,30
SERSI,2152
SERVICER,82
SERVITOR,124
SET,494
SET-DAGON,14
SETH,432
SETH_II,168
SETH_III,42
SETHI,16
SEVEN_SCARS,6
SEVEN_SCARS_II,12
SEVER,110
SEVERIN_JOHN,34
SEVERIN_MARIE,60
SEVILLE_STACY,18
SEWARD_ANNE,22
SEWARD_DR_CHARLES,22
SEWARD_DR_JOHN,26
SEWARD_ELISABETH,22
SEWARD_JANE,22
SEWER-MAN,14
SEYFERT_CHRIS,24
SEYFERT_JUSTON,104
SEYFERT_PETER,24
SGYGAHL,12
SH_BLEEN,30
SHAARA,12
SHAARA_MR,24
SHAARA_MRS,24
SHAARA_SANJIT,24
SHABARR,32
SHABOR_LORD,34
SHADE,34
SHADE_II,26
SHADES,108
SHADOW,18
SHADOW_KNIGHT,40
SHADOW_LORD,24
SHADOW_MONSTER,14
SHADOW_POPE,10
SHADOW_QUEEN,10
SHADOW_SLASHER,54
SHADOW_STALKER,44
SHADOW_STALKER_II,150
SHADOW_WING,40
SHADOW-HAND,14
SHADOWCASTER,16
SHADOWCAT,2742
SHADOWKITTY,44
SHADOWKNIGHT,36
SHADOWOMAN,220
SHADOWSHIFT,36
SHADRAC,146
SHADU,22
SHAFFER_PAUL,84
SHAFT,46
SHAGKUN_YANG,42
SHAGREEN,10
SHAITAN,86
SHAITAN_II,54
SHAITAN_AL,40
SHAKATA,36
SHAKATI_KYRAS,112
SHAKER,8
SHAKESPEARE_WILLIAM,62
SHALAK,24
SHALLA_BAL,158
SHALLA_BAL_II,154
SHALOMAR,34
SHAMAN,1516
SHAMAN_II,30
SHAMAN_III,18
SHAMARA_MARY,88
SHAMARA_PHYLLIS,88
SHAMEFUL_WILLIAM,14
SHAMROCK,378
SHAMROCK_II,56
SHANE_BRIDGIT,22
SHANG-CHI,1186
SHANGO,94
SHANNA,10
SHANNA_II,1162
SHANZAR,92
SHAPER,30
SHAPER_OF_WORLDS,162
SHAR-KHAN,12
SHARAJSHA,18
SHARD,144
SHARIHOTSU,14
SHARK,26
SHARKSKIN,70
SHARON,72
SHARP_TRINA,18
SHARPE_GEN_MACAULEY,34
SHARPE_MIRIAM,432
SHARPE_MS,32
SHARPE_ROSALIND,296
SHARRA,58
SHATHRA,28
SHATTER,14
SHATTERAX,212
SHATTERFIST,194
SHATTERHEAD,38
SHATTERS,38
SHATTERSTAR_II,934
SHAUGNESSY_FATHER_MICHAEL,20
SHAUNE,78
SHAUNEGHANN_MICHAEL,104
SHAW_CORNELIUS,40
SHAW_ESAU,16
SHAW_HIRAM,12
SHAW_JACOB,60
SHAW_MILDRED,18
SHAW_OBADIAH,12
SHAW_SARAH,12
SHAW_SHINOBI,454
SHAW_SCOTT,24
SHAZANA,60
SHE_DEVIL,40
SHE-CAT,66
SHE-HULK,4432
SHE-HULK_DOPPELGANGER,172
SHE-HULK_DOPPELGANGER_II,174
SHE-HULK_II_8009,348
SHE-THING_IMPOSTER,60
SHEA_MR,16
SHEARMAN_SALLY,14
SHEFFIELD_LEAH,66
SHEIK,72
SHELDON_BETH,244
SHELDON_DORIS_JACQUET,276
SHELDON_JENNY,244
SHELDON_PHILIP_AARON,364
SHELDON_PHILIP_II,24
SHELL,52
SHELL_II,16
SHELL_III,148
SHELLEY_MARY,26
SHELLSHOCK,188
SHELOB,36
SHELTON_DR_CINDY,42
SHEN,42
SHEN_DR_LIAN,138
SHEPARD,42
SHEPHERD_JONATHAN,6
SHEPPARD_JOAN,18
SHERIDAN_FLORENCE,44
SHERIDAN_LEAH,26
SHERIDAN_RICHARD,528
SHERIDAN_WILLIAM,44
SHERIFF_OF_NOTTINGHAM,18
SHERMAN_ELLIOT,22
SHERMAN_GEN,34
SHERNA,46
SHETANI_COL,58
SHEZADA,60
SHIFFMAN_MAXIE,90
SHIGARU,34
SHIGETA_HOWARD,46
SHIMIZU_PAULINE,42
SHIN,18
SHINAR,44
SHINCHUKO_LOTUS,160
SHINER_DR_GEORGE,110
SHINGA_DOON,10
SHINSKI_PROF_WLADYSLAV,312
SHIP,796
SHIP_II,32
SHIPMAN_SHELDON,34
SHIPPINSKY_MALIK,20
SHIRE_DR_RANDALL,50
SHIV,12
SHIVA,88
SHIVA_II,46
SHIVER_MAN,62
SHOC,98
SHOCK,10
SHOCKER,1264
SHOCKER_DOPPELGANGER,38
SHOCKJOCK,26
SHOCKJOCK_II,34
SHOCKWAVE,758
SHOCKWAVE_ROBOT,16
SHOCKY_DAN,24
SHOGUN,20
SHOJI_SOMA,32
SHOMRON_DR_DANIEL,56
SHOOTER,20
SHOOTER_II,28
SHOOTER_JIM,200
SHOOTER_SHANE,18
SHOOTING_STAR,560
SHORES_SYD,22
SHORR_JACQUELINE,110
SHORR_MRS,66
SHORT_CIRCUIT,38
SHORT_FUSE,26
SHORT-CIRCUIT,8
SHORTPACK,56
SHOT,52
SHOTGUN,62
SHOTGUN_II,104
SHOU_LAO,48
SHOWER,216
SHRAPNEL,214
SHREDDER,54
SHREEKAR,18
SHREEVE,36
SHREW,42
SHREW_II,104
SHRIEK,230
SHRIKE,28
SHRIKER,228
SHRILL,36
SHRINE,14
SHROUD,858
SHULMAN_DAVID,50
SHULMAN_RUTH,52
SHUMA-GORATH,248
SHURI,308
SHURZ_CONRAD,22
SHYM_R,26
SIBERCAT,108
SIBERION,32
SIBYL,20
SICKLE,80
SICKLE_II,34
SICKLES_SPUD,50
SIDEKICK,104
SIDERIUS,54
SIDESTEP,32
SIDEWINDER,340
SIDEWINDER_II,16
SIDEWINDER_III,90
SIDOROV_VASILI_HOLPKIN,28
SIEGE,154
SIEGEL_DR_AVRAM,54
SIEGFRIED,72
SIF,1674
SIFFROR,34
SIGMAR,86
SIGN,36
SIGURD,18
SIGYN,308
SIINGARD,40
SIKES_HARRY,46
SIKORSKI_RAYMOND,442
SIKORSKY,428
SILENCE,12
SILENCE_II,24
SILENCE_III,26
SILENCE_JASON,16
SILENCE_JENNIFER,16
SILENCER,14
SILENCER_II,76
SILENT_FOX,38
SILENT_KILLER,16
SILENT_ONE,50
"SILENT, JOHN",8
SILENUS,46
SILHOUETTE,1076
SILHOUETTE_II,24
SILICON,58
SILICON_II,22
SILK,140
SILKE_SAMMY,20
SILKWORM,90
SILKWORM_II,24
SILVANI_VITTORIO,104
SILVER,230
SILVER_II,72
SILVER_DAGGER,160
SILVER_FOX,10
SILVER_FOX_II,136
SILVER_ONE,6
SILVER_SABLE,192
SABLE,1154
SILVER_SAMURAI,814
SILVER_SAMURAI_II,96
SILVER_SCORPION,440
SURFER,2870
SILVER_SURFER_DOPPELGANGER,208
SILVER_SURFER_IMPOSTER,152
SILVER_ZIGGURAT,2
SILVER_TRISTRAM,22
SILVERBIRD_HARLAN,8
SILVERCLAW,512
SILVERCLOUD_SAM,40
SILVERHOOF,176
SILVERMAN_ROB,72
SILVERMAN_JAN,24
SILVERMANE,452
SILVERMANE_VALERIE,18
SIMBUS,88
SIMEON_ROGER,6
SIMMONS_ALEX,32
SIMMONS_ARCHIE,18
SIMMONS_BENNY,28
SIMMONS_BETH,32
SIMMONS_HARPER,24
SIMMONS_LESLIE,34
SIMMONS_RANDALL,38
SIMMONS_SANDRA,30
SIMMS_DWIGHT,60
SIMMS_GEORGE,22
SIMON_FELIX,90
SIMON_GEN_JACOB,36
SIMON_JOE,6
SIMONS_WARREN,22
SIMONSON_LOUISE,198
SIMONSON_PROF_WALT,136
SIMPLE_SIMON,14
SIMPSON,86
SIMPSON_ELAINE,22
SIMPSON_EMORY_SNAKEYE,40
SIMPSON_JAKE,46
SIMPSON_MONA,40
SIMPSON_MS,38
SIMS_EZEKIEL,48
SIN,662
SIN_EATER,24
SIN-EATER,58
SIN-EATER_II,78
SIN-EATER_III,48
SIN-EATER_IV,10
SINAGLE_OLIVER_P,42
SINBAD,24
SINCLAIR_MORGAN,32
SINCLAIR_SADIE,312
SINDRI,48
SINEW,214
SINGAPORE_JACKIE,14
SINGER,72
SINGER_MERLE,10
SINGH_DR,48
SINGH_JAKUNA,40
SINGH_LAUREN,106
SINGING_SPIDER,18
SINGULARITY,22
SINGULARITY_II,48
SINODA_JAMES,8
SINTARIIS,58
SIR,48
SIR_BENEDICT,34
SIREN,58
SIRHAN_SIRHAN_BISHARA,36
SIRI,22
SIROCCO,118
SIRYN,1352
SISAGONY,50
SISTER_CHLOE,66
SISDEATH,50
SISDREAM,50
SISTER_GRIMM,360
SISTER_INQUISITOR,10
SISTER_KATRINA,20
SISTER_NIL,68
SISTER_PERPETUA,10
SISPLEASURE,50
SISTER_SALVATION,64
SISTER_SOPHIA,22
SISYPHUS,72
SITKA_SUNNY,56
SITTING_BULLSEYE,34
SITWELL_JASON,24
SITWELL_JASPER,896
SITWELL_JASPER_LMD,78
SIX,20
SIX-FINGERED_SOAPY,16
SIX-GUN_KID,38
SK_OBE,44
SKAAR,376
SKADI,60
SKADI_II,360
SKADIHR,22
SKAGG,50
SKAR,174
SKARABROUS,34
SKEE,22
SKEIN,408
SKELETON_KI,86
SKELETRON,150
SKELTER,60
SKETCH,36
SKEWER,40
SKIDS,672
SKIMMER,22
SKIN,662
SKIN2,46
SKIN_NYLA,14
SKIN-BENDER,8
SKINHEAD,44
SKINLESS_MAN,6
SKINNER,96
SKINNER_MATT,110
SKIORLOV,20
SKIRN,214
SKITZ,40
SKIVORSKI_DR_LEONARD_SAMSON,8
SKOLL,112
SKOLL_II,56
SKOOKA,58
SKORCH,132
SKORGNARLD,40
SKORNN,50
SKRAGG,18
SKREECH,60
SKREET,188
SKRILL,16
SKRITCH,68
SKRULL_PILOT,60
SKRULL-PRIME,60
SKUL,58
SKUL_GEN_DIETER,84
SKUL_GRETCHYN,18
SKULKER,52
SKULL_II,30
SKULL_III,30
SKULL-JACKET,30
SKULLBUSTER,114
SKULLBUSTER_II,180
SKULLBUSTER_III,36
SKULLCRASHER,64
SKULVEIG,16
SKUNGE,68
SKUR_KLL,38
SKUTTLEBUTT,156
SKY_SHARK,34
SKY-WALKER,10
SKY-WOLF,18
SKYBOLT,148
SKYBOX,38
SKYE,36
SKYHAWK,178
SKYHAWK_IMPOSTER,130
SKYLARK_TRACY,248
SKYLINE_KILLER,40
SKYWALKER,34
SL_GUR_T,20
SLAB,98
SLADE,22
SLADE_BART,22
SLADE_BILL,6
SLADE_FREDERICK,36
SLADE_HAMILTON,20
SLADE_MARGARET,18
SLADE_MATT,6
SLADE_MATT_II,18
SLADE_MATT_III,18
SLADE_MATT_IV,16
SLADE_SAN_FRANCISCO,6
SLAG,62
SLAG_II,94
SLAG_III,6
SLAG_IV,20
SLAG_V,12
SLAG_VI,40
SLAGLEY_MRS,32
SLAGLEY_SLAG,72
SLAMBEAUX,16
SLAPSTICK,580
SLASH,96
SLASHER,12
SLASHER_II,28
SLATER_JINK,8
SLAUGHTER,30
SLAUGHTER_BOY,164
SLAUGHTER_ERIC,26
SLAUGHTER_VICTOR_A,86
SLAVER,22
SLAVINSKI_SALLY,8
SLAYBACK,54
SLAYER,86
SLAYER_II,20
SLAYMAKER,22
SLAYMASTER,68
SLAYTON_JAKE,262
SLEDGE,132
SLEEPER,38
SLEEPER_II,24
SLEEPER_III,16
SLEEPER_IV,360
SLEEPER_V,26
SLEEPER_VI,22
SLEEPER_PROTOTYPE,24
SLEEPWALKER,610
SLEIPNIR,324
SLICK,68
SLICK_II,30
SLIFER,44
SLIFER_ROGER,50
SLIGGUTH,18
SLIMEBALL,30
SLINGSHOT,460
SLINKARD_GEN_C_B,34
SLIPSTREAM,82
SLITHER,210
SLOAN_ANNA,26
SLOAN_DR_MORRIS,128
SLOAN_FRED,158
SLOAN_JASON,40
SLOB,40
SLORIATH,58
SLOTH,108
SLOTOTH,26
SLUG,158
SLUG_II,466
SLUG_III,28
SLUGANSKI_ERNIE,32
SLUGANSKI_SLUGGO,6
SLUGGO,100
SLUJ,34
SLUK,28
SLYDE,598
SLYDE_II,76
SLYDE_III,90
SMALLWOOD_CAPT_TOM,34
SMALLWOOD_DAN,64
SMALLWOOD_GLADYS,34
SMART_ALEC,88
SMASHER,6
SMASHER_II,24
SMASHER_III,36
SMASHER_IV,462
SMASHER_V,12
SMASHER_VI,136
SMEDLEY,40
SMERDILOVISC_VICTOR,36
SMERDYAKOV_GREGOR,30
SMILING_TIGER,218
SMIRNOFF_DR_GREGOR,14
SMITH,34
SMITH_ANDY,22
SMITH_BARRY,22
SMITH_CINDY,44
SMITH_COL_TOLLIVER,48
SMITH_DAPHNE,10
SMITH_DARYL,150
SMITH_DR_ARMSTRONG,30
SMITH_DWIGHT,32
SMITH_FRANCIS_SMITH,24
SMITH_GRACIE,68
SMITH_HELEN_BACK,22
SMITH_JENNIFER,112
SMITH_JOE,58
SMITH_KEVIN,74
SMITH_MANDY,36
SMITH_MARTY_LOUIS,134
SMITH_PAUL,84
SMITH_REGGIE,22
SMITH_ROGER,32
SMITH_SIR_DENIS_NAYLAND,106
SMITH_WANDA_JO_BIALOWSKY,36
SMITH_ZACHARY,16
SMITHERS,22
SMITHSON_T_B,44
SMOKE,32
SMOKESCREAM,28
SMOKESCREEN,104
SMUGGLER_II,266
SMYT,26
SMYTHE_ALISTAIR_ALPHONSO,306
SMYTHE_SPENCER,112
SNAARL,46
SNAGG,84
SNAGGLETOOTH,40
SNAKE,18
SNAKE_II,62
SNAKE_DANCE,22
SNAKE_MAN,50
SNAKE-EYES,78
SNAKEBITE,28
SNAKESKIN_II,30
SNAP,256
SNAPDRAGON,342
SNARE,64
SNATOS,34
SNEAK_THIEF,38
SNIDER_DET_LOU,110
SNIPER,14
SNIPER_II,24
SNIPER_CHICK,20
SNIPES_DET,30
SNIPPE_CLARENCE,36
SNODGRASS_DR,110
SNOOP,72
SNORTH,74
SNOW,80
SNOW_QUEEN,4
SNOW_QUEEN_II,70
SNOW_WITCH,4
SNOW_CHARLIE,100
SNOW_MIKE,10
SNOW_TANDY,74
SNOW_VICTORIA,30
SNOWBIRD,862
SNOWBLIND,76
SNOWFALL,10
SNOWSTAR,16
SNUGG,40
SOAMES_TILDIE,28
SOAP_MARTIN,50
SOAR,32
SOBAK,32
SOCIAL_BUTTERFLY,22
SOCRATES,62
SOCRATES_II,40
SOCUS,38
SODIUM,120
SOFEN_KARL_AUGUST,120
SOFEN_MARION,120
SOFTLY_GEN_SAMUEL_II,42
SOJA,14
SOKJTEWICZ_BASIA,72
SOKOLOWSKI_LT_JIM,132
SOLACE,60
SOLAM,18
SOLAR_WIND,110
SOLARR,136
SOLDIER_ONE,74
SOLE_MAJOR_REMINGTON,32
SOLE_RANSOME,84
SOLETTI_LT_MICHAEL,100
SOLITAIRE,34
SOLO,548
SOLVANG_DR_ERIC,54
SOLVEIG,42
SOMBRE,12
SOMERS_JOHNATHAN,18
SOMERS_JULIE,40
